Player,Pos,Age,Tm,G_p,MP_p,PER_p,TS%_p,3PAr_p,FTr_p,ORB%_p,DRB%_p,TRB%_p,AST%_p,STL%_p,BLK%_p,TOV%_p,USG%_p,OWS_p,DWS_p,WS_p,WS/48_p,OBPM_p,DBPM_p,BPM_p,VORP_p,Year,SeasonType,MPG_p
James Harden,PG,32,PHI,12,479,16.8,0.584,0.481,0.475,3.0,13.9,8.7,34.8,1.0,1.5,20.7,23.7,0.7,0.4,1.1,0.112,2.5,-0.6,1.9,0.5,2022,Playoffs,39.916666666666664
James Harden,PG,33,PHI,11,427,18.5,0.538,0.448,0.301,1.6,17.4,9.3,36.2,2.5,1.0,14.5,26.2,0.5,0.5,1.0,0.111,3.0,1.1,4.1,0.6,2023,Playoffs,38.81818181818182
Jared Dudley,PF,33,BRK,4,82,4.7,0.47,0.818,0.364,0.0,2.7,1.3,17.6,1.7,0.9,23.9,8.3,0.0,0.0,0.0,-0.018,-4.0,2.0,-2.0,0.0,2019,Playoffs,20.5
Jaren Jackson Jr.,C,21,MEM,5,137,15.9,0.557,0.519,0.296,6.7,16.7,11.3,4.8,1.8,4.7,6.2,20.0,0.2,0.0,0.2,0.076,-0.1,-0.4,-0.4,0.1,2021,Playoffs,27.4
Jaren Jackson Jr.,PF,22,MEM,12,332,15.9,0.516,0.462,0.34,7.8,18.5,12.9,5.1,1.3,8.9,8.7,24.2,0.2,0.6,0.8,0.111,-0.4,1.2,0.7,0.2,2022,Playoffs,27.666666666666668
Jaren Jackson Jr.,C,23,MEM,6,220,14.1,0.546,0.301,0.434,8.6,13.4,10.8,6.5,1.3,4.8,15.4,22.2,0.0,0.3,0.3,0.072,-1.5,1.4,-0.1,0.1,2023,Playoffs,36.666666666666664
Jarred Vanderbilt,PF,22,MIN,6,129,12.0,0.525,0.0,0.37,10.9,25.4,18.5,4.7,2.5,1.3,13.7,12.1,0.1,0.2,0.3,0.098,-1.8,1.2,-0.5,0.0,2022,Playoffs,21.5
Jarred Vanderbilt,PF,23,LAL,15,247,10.3,0.501,0.483,0.333,8.7,11.8,10.3,6.5,2.2,4.4,15.9,14.5,-0.1,0.4,0.3,0.061,-3.1,1.9,-1.2,0.0,2023,Playoffs,16.466666666666665
Jarrett Allen,C,20,BRK,5,110,22.5,0.674,0.0,0.625,13.0,19.3,15.9,15.9,1.3,2.0,16.4,18.0,0.4,0.0,0.4,0.182,2.0,1.4,3.4,0.2,2019,Playoffs,22.0
Jarrett Allen,C,21,BRK,4,132,17.1,0.66,0.0,0.667,12.1,34.5,22.5,10.5,0.7,5.1,26.2,13.1,0.2,0.1,0.2,0.078,-0.3,0.3,-0.1,0.1,2020,Playoffs,33.0
Jarrett Allen,C,24,CLE,5,191,13.9,0.608,0.0,0.167,9.5,12.9,11.3,10.2,1.1,2.3,7.2,10.2,0.3,0.3,0.6,0.15,0.6,1.8,2.4,0.2,2023,Playoffs,38.2
Javonte Green,SF,28,CHI,5,72,4.1,0.196,0.353,0.118,10.3,10.6,10.4,3.9,6.0,0.0,18.3,13.3,-0.3,0.2,-0.1,-0.075,-7.8,1.5,-6.3,-0.1,2022,Playoffs,14.4
Jaxson Hayes,C,21,NOP,6,83,11.9,0.586,0.12,0.44,5.3,16.7,10.7,1.9,0.0,2.1,11.8,17.5,0.1,0.0,0.1,0.044,-3.0,-1.9,-4.9,-0.1,2022,Playoffs,13.833333333333334
Jaylen Brown,SG,22,BOS,9,274,13.1,0.624,0.46,0.345,2.3,16.4,9.7,6.3,1.1,0.7,13.0,18.4,0.3,0.4,0.7,0.122,-0.5,1.2,0.7,0.2,2019,Playoffs,30.444444444444443
Jaylen Brown,SG,23,BOS,17,672,17.1,0.586,0.417,0.219,4.2,16.5,10.6,9.9,1.9,1.3,11.5,23.7,0.7,1.1,1.8,0.13,2.2,1.1,3.3,0.9,2020,Playoffs,39.529411764705884
Jaylen Brown,SF,25,BOS,24,920,17.2,0.581,0.384,0.313,4.2,15.7,10.2,16.8,1.5,1.0,13.4,26.9,0.9,1.3,2.2,0.115,1.8,0.8,2.6,1.1,2022,Playoffs,38.333333333333336
Jaylen Brown,SF,26,BOS,20,751,15.5,0.57,0.31,0.203,3.9,12.9,8.5,15.0,1.4,0.9,14.2,27.9,0.2,0.6,0.8,0.051,-0.4,-0.6,-0.9,0.2,2023,Playoffs,37.55
Jaylen Hoard,PF,20,POR,3,41,11.4,0.583,0.0,0.0,12.8,10.3,11.6,4.0,0.0,0.0,14.3,14.2,0.0,0.0,0.0,0.048,-0.8,-3.4,-4.2,0.0,2020,Playoffs,13.666666666666666
Jaylen Nowell,SG,23,MIN,5,62,-1.1,0.298,0.346,0.077,7.4,1.9,4.7,7.2,0.0,0.0,6.9,21.5,-0.2,0.0,-0.3,-0.213,-6.5,-5.7,-12.2,-0.2,2023,Playoffs,12.4
Jayson Tatum,SF,20,BOS,9,295,13.4,0.53,0.277,0.348,2.5,17.5,10.4,10.0,1.6,2.2,12.2,21.9,-0.1,0.6,0.5,0.08,-0.5,1.6,1.0,0.2,2019,Playoffs,32.77777777777778
Jayson Tatum,PF,21,BOS,17,690,20.7,0.563,0.377,0.368,3.7,23.1,13.8,21.3,1.2,2.9,11.0,28.2,1.1,1.3,2.3,0.163,4.5,1.8,6.3,1.4,2020,Playoffs,40.588235294117645
Jayson Tatum,SF,22,BOS,5,185,24.1,0.577,0.324,0.441,1.8,17.2,9.1,22.8,1.6,4.1,8.9,33.3,0.5,-0.1,0.4,0.114,5.8,0.7,6.5,0.4,2021,Playoffs,37.0
Jayson Tatum,SF,23,BOS,24,983,17.6,0.562,0.415,0.36,2.8,15.2,9.2,26.9,1.5,2.0,15.5,29.6,0.8,1.5,2.2,0.11,3.1,1.4,4.5,1.6,2022,Playoffs,40.958333333333336
Jayson Tatum,SF,24,BOS,20,799,22.6,0.585,0.406,0.339,3.8,25.6,15.0,21.4,1.3,2.3,10.8,29.4,1.7,1.1,2.8,0.168,4.0,1.3,5.3,1.5,2023,Playoffs,39.95
Jeff Green,C,33,HOU,12,341,13.1,0.629,0.524,0.165,1.6,18.9,9.8,8.9,0.9,1.7,12.0,16.5,0.3,0.4,0.8,0.109,0.4,-0.3,0.1,0.2,2020,Playoffs,28.416666666666668
Jeff Green,PF,34,BRK,6,148,12.3,0.671,0.545,0.242,3.1,9.3,6.3,9.2,1.0,1.2,7.6,12.1,0.3,0.2,0.5,0.156,1.5,1.1,2.6,0.2,2021,Playoffs,24.666666666666668
Jeff Green,PF,35,DEN,5,113,7.6,0.495,0.471,0.294,7.4,12.4,9.9,2.3,1.3,1.9,9.4,8.2,0.1,0.0,0.0,0.012,-1.4,-1.9,-3.3,0.0,2022,Playoffs,22.6
Jeff Green,PF,36,DEN,20,343,6.8,0.583,0.452,0.306,2.1,8.2,5.3,5.1,0.7,1.8,11.3,10.4,0.2,0.3,0.6,0.078,-3.7,-0.1,-3.8,-0.2,2023,Playoffs,17.15
Jeff Teague,PG,32,MIL,16,119,5.6,0.446,0.355,0.355,1.8,5.5,3.6,13.8,1.2,0.0,14.3,15.1,-0.1,0.2,0.1,0.032,-5.0,-1.3,-6.3,-0.1,2021,Playoffs,7.4375
Jerami Grant,PF,24,OKC,5,176,13.2,0.634,0.5,0.325,3.6,13.8,8.6,3.4,0.8,4.8,8.0,12.1,0.3,0.1,0.4,0.11,0.6,1.9,2.5,0.2,2019,Playoffs,35.2
Jerami Grant,PF,25,DEN,19,653,9.0,0.556,0.543,0.309,1.5,10.0,5.7,5.5,0.9,2.2,11.2,15.6,0.3,0.2,0.5,0.033,-1.7,-1.0,-2.8,-0.1,2020,Playoffs,34.36842105263158
Jerome Robinson,SG,21,LAC,5,46,15.6,0.556,0.429,0.357,4.6,10.3,7.3,21.1,2.0,0.0,5.8,15.4,0.1,0.0,0.1,0.1,2.6,1.6,4.2,0.1,2019,Playoffs,9.2
Jevon Carter,PG,26,MIL,11,126,8.6,0.578,0.368,0.105,2.5,10.2,6.5,10.9,3.1,0.0,23.2,8.9,0.0,0.3,0.3,0.109,-4.2,3.0,-1.2,0.0,2022,Playoffs,11.454545454545455
Jevon Carter,PG,27,MIL,4,49,2.6,0.278,0.778,0.0,0.0,9.6,4.6,9.5,1.0,0.0,0.0,7.7,0.0,0.0,0.0,-0.04,-6.0,-1.8,-7.7,-0.1,2023,Playoffs,12.25
Jimmy Butler,SF,29,PHI,12,421,21.1,0.564,0.257,0.411,6.0,12.5,9.4,23.2,2.0,1.5,9.6,22.9,1.2,0.6,1.7,0.195,4.4,1.8,6.2,0.9,2019,Playoffs,35.083333333333336
Jimmy Butler,SF,30,MIA,21,806,23.8,0.616,0.146,0.647,6.8,12.5,9.7,26.3,2.5,1.7,13.5,24.7,2.5,1.0,3.5,0.209,4.4,1.5,5.9,1.6,2020,Playoffs,38.38095238095238
Jimmy Butler,SF,31,MIA,4,154,9.7,0.394,0.234,0.344,3.6,15.8,9.5,30.7,1.6,0.6,10.9,23.6,-0.3,0.1,-0.2,-0.064,-0.9,-0.5,-1.4,0.0,2021,Playoffs,38.5
Jimmy Butler,SF,32,MIA,17,629,29.9,0.604,0.207,0.402,7.4,16.3,11.7,23.5,2.8,1.9,6.1,29.1,2.7,1.1,3.8,0.291,8.3,3.5,11.8,2.2,2022,Playoffs,37.0
Jimmy Butler,PF,33,MIA,22,874,24.0,0.565,0.176,0.421,6.0,12.6,9.3,25.1,2.3,1.6,7.3,29.1,2.4,1.1,3.4,0.189,5.0,1.5,6.5,1.9,2023,Playoffs,39.72727272727273
Jock Landale,C,27,PHO,7,113,16.2,0.648,0.037,0.519,10.6,18.2,14.5,3.6,1.3,2.2,5.7,13.7,0.3,0.1,0.3,0.144,-0.1,0.1,0.1,0.1,2023,Playoffs,16.142857142857142
Jodie Meeks,SG,31,TOR,14,66,3.1,0.363,0.448,0.103,0.0,15.1,7.5,2.4,3.0,1.5,9.0,22.8,-0.3,0.1,-0.1,-0.1,-7.5,0.0,-7.6,-0.1,2019,Playoffs,4.714285714285714
Joe Harris,SG,27,BRK,5,149,5.1,0.473,0.488,0.186,3.8,11.2,7.2,2.9,0.9,0.0,16.2,15.1,-0.2,0.0,-0.2,-0.059,-4.8,-2.5,-7.3,-0.2,2019,Playoffs,29.8
Joe Harris,SF,28,BRK,2,72,12.7,0.666,0.522,0.174,2.6,27.1,14.0,4.7,0.6,0.0,10.8,15.9,0.1,0.0,0.0,0.03,0.4,0.0,0.4,0.0,2020,Playoffs,36.0
Joe Harris,SF,29,BRK,12,434,7.1,0.537,0.667,0.033,1.3,9.3,5.5,6.0,0.5,0.4,6.7,14.0,0.0,0.4,0.5,0.053,-1.5,-1.7,-3.2,-0.1,2021,Playoffs,36.166666666666664
Joe Harris,SF,31,BRK,4,44,-5.4,0.252,0.923,0.154,0.0,12.8,6.5,0.0,2.4,0.0,17.8,18.9,-0.3,0.0,-0.2,-0.262,-13.1,-2.5,-15.6,-0.2,2023,Playoffs,11.0
Joe Ingles,PF,31,UTA,5,151,9.6,0.432,0.784,0.0,2.0,15.2,8.3,25.8,3.5,0.0,17.8,12.7,-0.1,0.2,0.1,0.042,-2.9,3.4,0.5,0.1,2019,Playoffs,30.2
Joe Ingles,PF,32,UTA,7,234,12.0,0.565,0.741,0.111,0.5,11.3,6.0,19.5,0.9,0.4,6.6,12.1,0.5,0.0,0.5,0.093,-0.1,-0.2,-0.3,0.1,2020,Playoffs,33.42857142857143
Joe Ingles,SF,33,UTA,11,306,13.8,0.661,0.734,0.165,0.4,12.0,6.5,17.7,1.1,0.0,9.6,13.6,0.8,0.0,0.7,0.115,2.1,0.2,2.2,0.3,2021,Playoffs,27.818181818181817
Joe Ingles,SF,35,MIL,5,89,12.2,0.739,0.87,0.0,1.2,6.6,3.8,14.7,1.6,1.0,20.7,13.7,0.1,0.0,0.1,0.078,0.2,0.0,0.2,0.1,2023,Playoffs,17.8
Joel Embiid,C,24,PHI,11,334,21.8,0.559,0.245,0.566,7.2,28.9,18.6,17.9,1.2,6.7,16.8,30.2,0.3,0.7,1.0,0.149,2.5,2.6,5.1,0.6,2019,Playoffs,30.363636363636363
Joel Embiid,C,25,PHI,4,145,26.6,0.6,0.216,0.797,8.0,28.9,18.2,7.5,2.1,3.2,13.0,34.6,0.3,0.2,0.5,0.165,5.1,1.0,6.2,0.3,2020,Playoffs,36.25
Joel Embiid,C,26,PHI,11,357,26.2,0.631,0.208,0.553,5.1,29.7,17.8,17.2,1.5,3.6,14.6,34.6,0.7,0.8,1.5,0.197,4.7,2.8,7.5,0.9,2021,Playoffs,32.45454545454545
Joel Embiid,C,27,PHI,10,385,19.1,0.59,0.205,0.553,7.0,26.2,17.0,9.9,0.5,1.9,13.8,28.4,0.5,0.4,0.9,0.117,1.1,-1.0,0.1,0.2,2022,Playoffs,38.5
Joel Embiid,C,28,PHI,9,336,20.3,0.561,0.183,0.549,5.4,25.6,15.3,12.7,0.9,8.1,15.6,31.0,0.1,0.5,0.6,0.09,0.9,1.0,1.9,0.3,2023,Playoffs,37.333333333333336
John Collins,PF,23,ATL,18,576,15.3,0.632,0.308,0.198,6.9,22.7,14.9,4.4,0.7,1.6,10.4,17.0,0.9,0.8,1.7,0.14,1.1,-0.2,0.9,0.4,2021,Playoffs,32.0
John Collins,PF,24,ATL,5,122,10.7,0.541,0.282,0.256,1.9,21.2,11.4,8.8,0.8,0.8,10.3,18.3,0.0,0.1,0.1,0.034,-0.8,0.0,-0.9,0.0,2022,Playoffs,24.4
John Collins,PF,25,ATL,6,164,10.1,0.543,0.533,0.1,4.2,13.8,8.6,4.0,0.6,3.4,12.6,18.0,0.0,0.0,0.0,-0.007,-2.3,-1.1,-3.5,-0.1,2023,Playoffs,27.333333333333332
John Konchar,SG,25,MEM,8,56,9.5,0.379,0.545,0.182,5.3,31.9,17.9,11.5,2.5,1.7,7.8,9.4,0.0,0.1,0.1,0.1,-4.1,2.8,-1.3,0.0,2022,Playoffs,7.0
John Konchar,SF,26,MEM,5,49,5.3,0.222,0.444,0.0,7.7,13.4,10.4,11.0,2.0,3.6,10.0,8.5,-0.1,0.1,0.0,0.012,-5.4,3.4,-2.0,0.0,2023,Playoffs,9.8
Jonah Bolden,PF,23,PHI,10,79,-1.0,0.385,0.842,0.211,5.8,13.0,9.6,5.0,1.2,1.1,30.2,15.9,-0.3,0.1,-0.2,-0.102,-7.7,-1.4,-9.0,-0.1,2019,Playoffs,7.9
Jonas Jerebko,PF,31,GSW,16,121,10.6,0.381,0.452,0.143,14.7,17.6,16.2,13.2,0.4,1.6,4.3,16.7,0.1,0.1,0.1,0.047,-0.7,-2.4,-3.1,0.0,2019,Playoffs,7.5625
Jonas Valančiūnas,C,28,MEM,5,166,17.7,0.61,0.138,0.138,12.3,21.1,16.3,10.8,0.9,1.9,14.0,18.2,0.3,0.0,0.3,0.081,1.0,-1.2,-0.2,0.1,2021,Playoffs,33.2
Jonas Valančiūnas,C,29,NOP,6,175,23.9,0.548,0.088,0.382,20.9,38.3,29.0,16.5,1.2,0.5,13.1,22.5,0.5,0.1,0.6,0.154,4.6,-0.9,3.7,0.3,2022,Playoffs,29.166666666666668
Jonathan Isaac,PF,21,ORL,5,137,6.2,0.379,0.5,0.2,7.4,18.0,12.3,2.5,0.7,3.4,10.3,15.7,-0.2,0.1,-0.1,-0.043,-3.6,-0.5,-4.1,-0.1,2019,Playoffs,27.4
Jonathan Kuminga,SF,19,GSW,16,138,16.1,0.581,0.217,0.433,3.3,18.2,11.0,9.0,1.1,1.5,13.3,26.2,0.1,0.1,0.2,0.08,-1.3,-0.7,-2.0,0.0,2022,Playoffs,8.625
Jonathan Kuminga,PF,20,GSW,10,61,15.6,0.608,0.292,0.375,6.7,8.6,7.6,12.4,1.6,0.0,12.5,21.6,0.1,0.1,0.1,0.099,0.5,0.2,0.7,0.0,2023,Playoffs,6.1
Jonathon Simmons,SF,29,PHI,7,52,2.6,0.394,0.333,0.133,4.4,13.8,9.4,6.1,0.9,0.0,15.9,30.7,-0.2,0.1,-0.2,-0.168,-7.1,-5.2,-12.3,-0.1,2019,Playoffs,7.428571428571429
Jordan Bell,C,24,GSW,15,106,18.7,0.579,0.0,0.323,7.8,12.7,10.3,15.1,1.8,6.4,5.3,15.3,0.3,0.1,0.4,0.175,0.4,3.0,3.4,0.1,2019,Playoffs,7.066666666666666
Jordan Clarkson,SG,27,UTA,7,200,18.0,0.577,0.505,0.103,1.2,12.6,7.0,12.6,1.6,0.0,6.5,25.4,0.4,0.0,0.4,0.093,0.9,-0.9,0.0,0.1,2020,Playoffs,28.571428571428573
Jordan Clarkson,SG,28,UTA,11,298,14.1,0.547,0.588,0.158,2.4,10.5,6.6,9.5,1.2,0.9,11.5,29.7,0.0,0.0,0.0,-0.003,0.9,-2.4,-1.5,0.0,2021,Playoffs,27.09090909090909
Jordan Clarkson,SG,29,UTA,6,170,19.8,0.649,0.329,0.247,3.4,9.5,6.5,9.5,0.9,0.7,11.0,25.0,0.4,0.1,0.5,0.133,3.6,0.7,4.3,0.3,2022,Playoffs,28.333333333333332
Jordan McLaughlin,PG,25,MIN,5,83,21.0,0.826,0.412,0.235,0.0,15.3,8.0,33.4,2.8,0.0,9.6,10.7,0.3,0.1,0.4,0.252,3.4,4.4,7.7,0.2,2022,Playoffs,16.6
Jordan Poole,SG,22,GSW,22,606,18.8,0.654,0.504,0.28,1.9,9.4,5.7,21.1,1.4,1.3,15.7,24.5,1.4,0.5,1.9,0.151,2.4,0.4,2.8,0.7,2022,Playoffs,27.545454545454547
Jordan Poole,PG,23,GSW,13,284,9.6,0.447,0.467,0.252,1.4,8.8,5.1,22.8,1.7,0.9,9.1,23.9,-0.2,0.3,0.1,0.018,-3.3,-0.6,-3.9,-0.1,2023,Playoffs,21.846153846153847
Jose Alvarado,PG,23,NOP,6,117,13.3,0.62,0.485,0.394,1.9,6.5,4.0,11.4,3.1,0.7,15.3,16.8,0.2,0.0,0.2,0.09,-1.8,1.7,-0.1,0.1,2022,Playoffs,19.5
Josh Green,SG,21,DAL,16,121,4.0,0.365,0.786,0.286,1.0,10.9,5.8,8.4,2.1,0.0,0.0,12.3,-0.1,0.1,-0.1,-0.021,-5.3,0.3,-5.0,-0.1,2022,Playoffs,7.5625
Josh Hart,SF,27,NYK,11,353,10.8,0.55,0.34,0.234,5.8,20.3,13.1,11.2,1.3,0.9,16.8,15.7,0.1,0.6,0.6,0.088,-1.9,0.9,-0.9,0.1,2023,Playoffs,32.09090909090909
Josh Okogie,SG,24,PHO,10,175,9.3,0.48,0.378,0.351,8.2,5.9,7.0,9.1,1.7,0.9,6.6,11.5,0.2,0.0,0.2,0.048,-2.2,-0.1,-2.3,0.0,2023,Playoffs,17.5
Josh Richardson,SG,26,PHI,4,144,11.8,0.524,0.5,0.321,2.9,8.4,5.6,16.3,0.7,1.3,11.1,21.8,0.1,0.0,0.1,0.027,0.5,-0.7,-0.1,0.1,2020,Playoffs,36.0
Josh Richardson,SG,27,DAL,7,94,8.4,0.532,0.357,0.321,3.5,10.4,6.8,7.6,1.1,0.0,15.8,18.3,0.0,0.0,0.0,-0.017,-3.6,-1.1,-4.7,-0.1,2021,Playoffs,13.428571428571429
Jrue Holiday,PG,30,MIL,23,912,15.2,0.482,0.365,0.144,3.7,12.0,7.8,31.4,2.1,1.0,11.9,22.1,0.5,1.6,2.1,0.111,1.2,1.2,2.4,1.0,2021,Playoffs,39.65217391304348
Jrue Holiday,PG,31,MIL,12,463,13.8,0.461,0.336,0.132,2.8,11.8,7.4,27.6,2.2,1.5,12.0,26.4,-0.4,1.0,0.6,0.058,0.9,0.7,1.6,0.4,2022,Playoffs,38.583333333333336
Jrue Holiday,PG,32,MIL,5,191,13.7,0.491,0.494,0.153,2.3,17.9,9.7,29.1,1.2,0.9,11.7,22.6,0.1,0.1,0.2,0.04,-0.2,-1.2,-1.4,0.0,2023,Playoffs,38.2
Juan Toscano-Anderson,SF,28,GSW,14,49,4.6,0.486,0.5,0.3,0.0,22.3,11.4,20.9,2.0,2.1,41.4,17.3,-0.2,0.1,-0.1,-0.084,-5.5,1.1,-4.4,0.0,2022,Playoffs,3.5
Juancho Hernangómez,PF,26,UTA,6,56,7.3,0.389,0.667,0.0,4.2,20.7,12.5,14.0,1.9,0.0,10.0,16.7,-0.1,0.0,0.0,-0.026,-0.5,0.9,0.4,0.0,2022,Playoffs,9.333333333333334
Julius Randle,PF,26,NYK,5,180,7.2,0.425,0.351,0.287,6.1,29.4,17.1,19.8,0.9,0.0,17.8,31.8,-0.7,0.3,-0.4,-0.109,-2.8,-0.7,-3.5,-0.1,2021,Playoffs,36.0
Julius Randle,PF,28,NYK,10,330,11.5,0.485,0.449,0.374,5.9,22.7,14.3,19.2,0.8,0.9,17.0,27.8,-0.4,0.5,0.1,0.017,-0.2,-0.6,-0.8,0.1,2023,Playoffs,33.0
Justin Holiday,SF,30,IND,4,131,10.7,0.65,0.762,0.143,3.5,10.1,6.7,3.3,2.3,3.9,11.8,8.9,0.1,0.1,0.2,0.06,-0.2,1.3,1.1,0.1,2020,Playoffs,32.75
Jusuf Nurkić,C,25,POR,5,161,15.7,0.529,0.193,0.404,9.1,25.0,17.0,17.8,2.0,0.6,16.2,20.7,0.1,0.2,0.3,0.077,0.9,0.2,1.1,0.1,2020,Playoffs,32.2
Jusuf Nurkić,C,26,POR,6,173,17.7,0.598,0.091,0.455,12.3,28.7,20.7,13.8,0.9,3.7,17.5,20.9,0.3,0.1,0.4,0.105,-0.8,0.1,-0.8,0.1,2021,Playoffs,28.833333333333332
Juwan Morgan,PF,22,UTA,7,86,5.4,0.342,0.833,0.5,8.3,20.0,14.3,7.4,1.2,0.0,6.4,8.5,0.0,0.0,0.0,0.016,-3.8,-0.3,-4.1,0.0,2020,Playoffs,12.285714285714286
Karl-Anthony Towns,C,26,MIN,6,222,17.3,0.642,0.275,0.625,5.8,25.7,16.3,10.1,0.8,4.6,20.9,24.9,0.2,0.3,0.5,0.098,0.2,0.2,0.4,0.1,2022,Playoffs,37.0
Karl-Anthony Towns,PF,27,MIN,5,180,12.2,0.553,0.343,0.4,3.8,29.9,16.5,9.4,0.9,2.0,17.9,25.8,-0.2,0.1,-0.1,-0.02,-3.1,-0.7,-3.8,-0.1,2023,Playoffs,36.0
Kawhi Leonard,SF,27,TOR,24,939,27.9,0.619,0.292,0.435,6.4,19.3,12.8,19.3,2.1,1.8,11.1,32.0,3.2,1.7,4.9,0.249,7.6,2.4,10.1,2.9,2019,Playoffs,39.125
Kawhi Leonard,SF,28,LAC,13,511,27.8,0.593,0.272,0.351,5.2,21.4,13.2,23.9,2.9,2.1,9.6,29.3,1.6,0.8,2.4,0.228,6.4,2.9,9.4,1.5,2020,Playoffs,39.30769230769231
Kawhi Leonard,SF,29,LAC,11,432,30.6,0.679,0.286,0.352,6.0,16.6,11.4,20.9,2.8,2.0,8.9,29.1,2.0,0.5,2.5,0.277,8.1,2.6,10.7,1.4,2021,Playoffs,39.27272727272727
Kawhi Leonard,SF,31,LAC,2,80,29.9,0.67,0.227,0.386,4.1,15.5,9.4,27.3,2.4,1.0,10.4,30.2,0.4,0.0,0.4,0.227,10.1,3.7,13.8,0.3,2023,Playoffs,40.0
Keegan Murray,SF,22,SAC,7,194,11.4,0.561,0.552,0.103,7.7,15.7,11.6,3.6,1.0,1.0,6.2,13.2,0.2,0.2,0.4,0.102,-0.3,0.3,0.0,0.1,2023,Playoffs,27.714285714285715
Kelly Olynyk,C,28,MIA,17,258,17.5,0.606,0.516,0.295,6.0,28.6,17.7,12.2,0.8,3.1,10.8,21.2,0.4,0.3,0.8,0.144,1.4,0.7,2.1,0.3,2020,Playoffs,15.176470588235293
Kemba Walker,PG,29,BOS,17,628,16.9,0.573,0.492,0.316,1.1,10.8,6.2,22.5,1.2,1.1,9.9,23.0,1.1,0.8,1.9,0.148,2.6,0.4,3.0,0.8,2020,Playoffs,36.94117647058823
Kemba Walker,PG,30,BOS,3,91,4.3,0.419,0.415,0.244,0.0,16.1,7.6,20.1,0.6,0.0,15.0,24.9,-0.2,-0.1,-0.3,-0.163,-6.0,-3.0,-9.1,-0.2,2021,Playoffs,30.333333333333332
Kendrick Nunn,PG,24,MIA,15,239,7.8,0.482,0.467,0.087,1.5,13.5,7.7,13.3,0.6,1.2,11.2,20.4,-0.2,0.2,-0.1,-0.013,-2.9,-1.5,-4.4,-0.1,2020,Playoffs,15.933333333333334
Kendrick Nunn,PG,25,MIA,4,93,7.5,0.467,0.419,0.047,0.0,6.6,3.1,12.1,1.0,0.0,6.4,22.1,-0.2,0.0,-0.1,-0.071,-2.2,-1.6,-3.8,0.0,2021,Playoffs,23.25
Kenneth Faried,C,29,HOU,6,56,22.9,0.767,0.077,0.462,6.2,35.1,21.1,5.9,1.8,0.0,0.0,12.3,0.3,0.1,0.4,0.304,4.2,2.0,6.3,0.1,2019,Playoffs,9.333333333333334
Kentavious Caldwell-Pope,SG,26,LAL,21,608,10.5,0.56,0.63,0.143,1.6,6.9,4.3,6.4,1.7,0.6,6.9,15.5,0.5,0.6,1.1,0.089,-0.9,0.1,-0.8,0.2,2020,Playoffs,28.952380952380953
Kentavious Caldwell-Pope,SG,27,LAL,5,146,5.9,0.497,0.655,0.172,1.5,9.7,5.4,5.4,1.8,0.0,6.0,10.1,0.0,0.2,0.2,0.057,-4.7,1.1,-3.6,-0.1,2021,Playoffs,29.2
Kentavious Caldwell-Pope,SG,29,DEN,20,671,11.3,0.598,0.568,0.216,2.5,8.5,5.6,6.0,2.0,1.7,7.8,12.9,0.8,0.9,1.6,0.117,-1.4,1.3,-0.1,0.3,2023,Playoffs,33.55
Kevin Durant,SF,30,GSW,12,442,26.8,0.661,0.329,0.465,0.3,14.7,7.7,21.6,1.4,2.6,12.8,32.9,1.6,0.3,1.9,0.206,6.8,0.8,7.6,1.1,2019,Playoffs,36.833333333333336
Kevin Durant,PF,32,BRK,12,485,26.9,0.63,0.291,0.358,1.2,23.1,12.6,20.2,1.9,3.5,11.4,34.5,1.2,1.0,2.2,0.214,7.8,2.2,10.0,1.5,2021,Playoffs,40.416666666666664
Kevin Durant,PF,33,BRK,4,176,13.6,0.526,0.253,0.458,1.5,15.7,8.5,22.3,1.2,0.5,17.4,31.5,0.0,-0.1,-0.1,-0.026,0.4,-3.3,-2.9,0.0,2022,Playoffs,44.0
Kevin Durant,PF,34,PHO,11,466,21.1,0.599,0.228,0.429,1.8,21.8,12.0,19.6,1.0,2.7,12.8,28.8,0.9,0.2,1.1,0.114,3.7,0.9,4.6,0.8,2023,Playoffs,42.36363636363637
Kevin Huerter,SG,22,ATL,18,558,11.2,0.531,0.528,0.094,2.2,11.2,6.7,13.6,1.2,2.5,9.2,16.4,0.2,0.7,0.9,0.076,-0.2,1.3,1.2,0.4,2021,Playoffs,31.0
Kevin Huerter,SF,23,ATL,5,154,7.7,0.472,0.66,0.085,0.8,11.2,5.9,20.3,2.0,2.0,18.4,17.9,-0.2,0.1,-0.1,-0.017,-1.9,1.1,-0.8,0.0,2022,Playoffs,30.8
Kevin Huerter,SG,24,SAC,7,183,6.6,0.424,0.542,0.111,0.5,17.2,8.6,6.1,0.8,4.7,5.0,17.2,-0.2,0.2,0.0,0.008,-4.6,0.5,-4.1,-0.1,2023,Playoffs,26.142857142857142
Kevin Love,PF,34,MIA,20,359,13.7,0.543,0.739,0.134,4.4,31.4,17.7,9.6,1.3,2.0,7.4,17.0,0.3,0.6,0.9,0.115,0.1,1.1,1.3,0.3,2023,Playoffs,17.95
Kevon Looney,C,22,GSW,21,432,16.6,0.704,0.0,0.312,11.2,13.7,12.5,6.6,1.4,2.5,10.9,11.9,1.2,0.3,1.5,0.163,0.2,0.5,0.7,0.3,2019,Playoffs,20.571428571428573
